ds,y
2008-02-19,453.6261980830671
2008-02-20,464.2922077922078
2008-02-21,458.6083650190114
2008-02-22,487.02797202797206
2008-02-23,435.6394984326019
2008-02-24,486.74615384615385
2008-02-25,453.8231707317073
2008-02-26,469.5045871559633
2008-02-27,461.2070063694268
2008-02-28,463.0474683544304
2008-02-29,469.5017301038062
2008-03-01,464.687707641196
2008-03-02,472.2641509433962
2008-03-03,472.875
2008-03-04,470.5670731707317
2008-03-05,455.11620795107035
2008-03-06,474.2009132420091
2008-03-07,469.6504854368932
2008-03-08,473.47899159663865
2008-03-09,465.14383561643837
2008-03-10,463.7781350482315
2008-03-11,481.6984615384615
2008-03-12,469.3630769230769
2008-03-13,478.2194357366771
2008-03-14,481.7483660130719
2008-03-15,498.74531835205994
2008-03-16,481.7621951219512
2008-03-17,483.1566666666667
2008-03-18,490.9967213114754
2008-03-19,484.5854430379747
2008-03-20,468.2014134275618
2008-03-21,486.88700564971754
2008-03-22,538.2844036697247
2008-03-23,503.0551181102362
2008-03-24,478.5394736842105
2008-03-25,482.03395061728395
2008-03-26,500.1896551724138
2008-03-27,509.24908424908426
2008-03-28,487.15658362989325
2008-03-29,498.03125
2008-03-30,495.4260869565217
2008-03-31,488.3143459915612
2008-04-01,493.0383275261324
2008-04-02,488.306338028169
2008-04-03,506.55956678700363
2008-04-04,506.3529411764706
2008-04-05,502.83576642335765
2008-04-06,499.1358024691358
2008-04-07,517.4905660377359
2008-04-08,525.6689419795222
2008-04-09,515.4113712374582
2008-04-10,510.76602564102564
2008-04-11,518.2432432432432
2008-04-12,505.52016129032256
2008-04-13,484.03105590062114
2008-04-14,490.07582938388623
2008-04-15,493.08088235294116
2008-04-16,505.46048109965636
2008-04-17,497.5763888888889
2008-04-18,495.82851239669424
2008-04-19,505.84328358208955
2008-04-20,484.6907894736842
2008-04-21,495.6459854014599
2008-04-22,497.2857142857143
2008-04-23,496.66021126760563
2008-04-24,480.57605177993526
2008-04-25,486.1510067114094
2008-04-26,488.6356589147287
2008-04-27,464.1439393939394
2008-04-28,475.06802721088434
2008-04-29,478.28373702422147
2008-04-30,485.2652329749104
2008-05-01,452.61785714285713
2008-05-02,459.76
2008-05-03,484.1089108910891
2008-05-04,465.0125
2008-05-05,460.8622950819672
2008-05-06,463.94498381877025
2008-05-07,448.76451612903224
2008-05-08,438.6868686868687
2008-05-09,452.0764525993884
2008-05-10,460.74900398406373
2008-05-11,454.0177514792899
2008-05-12,465.24342105263156
2008-05-13,451.6645569620253
2008-05-14,438.98248407643314
2008-05-15,466.91607142857146
2008-05-16,439.7484662576687
2008-05-17,473.45535714285717
2008-05-18,455.27777777777777
2008-05-19,467.9630996309963
2008-05-20,475.84435797665367
2008-05-21,433.57575757575756
2008-05-22,472.078853046595
2008-05-23,471.81625441696116
2008-05-24,473.16147859922177
2008-05-25,461.6467065868263
2008-05-26,480.67248062015506
2008-05-27,441.29411764705884
2008-05-28,438.56957928802586
2008-05-29,442.006600660066
2008-05-30,474.1033210332103
2008-05-31,487.3818181818182
2008-06-01,466.21153846153845
2008-06-02,450.22935779816515
2008-06-03,473.9068965517241
2008-06-04,469.59032258064514
2008-06-05,447.890243902439
2008-06-06,476.2395833333333
2008-06-07,471.4550173010381
2008-06-08,460.35502958579883
2008-06-09,474.32372881355934
2008-06-10,476.59180327868853
2008-06-11,469.2161716171617
2008-06-12,454.1880877742947
2008-06-13,478.4898305084746
2008-06-14,474.0395256916996
2008-06-15,453.73417721518985
2008-06-16,482.05054151624546
2008-06-17,475.74048442906576
2008-06-18,476.864768683274
2008-06-19,482.1347402597403
2008-06-20,499.4796875
2008-06-21,477.8140243902439
2008-06-22,488.07471264367814
2008-06-23,479.61189801699715
2008-06-24,476.59475218658895
2008-06-25,467.0896103896104
2008-06-26,528.22
2008-06-27,527.8973509933775
2008-06-28,493.0567823343849
2008-06-29,525.2708333333334
2008-06-30,468.4301242236025
2008-07-01,477.39397905759165
2008-07-02,507.1894586894587
2008-07-03,506.2076023391813
2008-07-04,524.3988603988604
2008-07-05,524.0785498489425
2008-07-06,544.8488372093024
2008-07-07,554.3805031446541
2008-07-08,532.0040760869565
2008-07-09,538.5445103857567
2008-07-10,578.8206896551724
2008-07-11,590.7986798679868
2008-07-12,573.1634980988593
2008-07-13,594.3542857142858
2008-07-14,587.3636363636364
2008-07-15,631.1610738255033
2008-07-16,588.2115942028986
2008-07-17,619.9426229508197
2008-07-18,641.1012861736334
2008-07-19,638.9124203821656
2008-07-20,636.0764705882353
2008-07-21,631.7565982404692
2008-07-22,641.8209366391185
2008-07-23,615.59375
2008-07-24,642.014880952381
2008-07-25,687.6107784431138
2008-07-26,672.4565916398714
2008-07-27,699.1027397260274
2008-07-28,676.538961038961
2008-07-29,676.2100313479624
2008-07-30,676.3873873873874
2008-07-31,771.5361702127659
2008-08-01,681.2839116719243
2008-08-02,738.5031055900621
2008-08-03,749.1585365853658
2008-08-04,770.0431893687708
2008-08-05,755.1814024390244
2008-08-06,746.8456790123457
2008-08-07,691.046925566343
2008-08-08,814.1336032388664
2008-08-09,773.855
2008-08-10,792.2635135135135
2008-08-11,817.0292887029289
2008-08-12,788.6464285714286
2008-08-13,818.4584980237154
2008-08-14,769.0426621160409
2008-08-15,852.9927536231884
2008-08-16,869.0376884422111
2008-08-17,832.8366013071895
2008-08-18,838.8967971530249
2008-08-19,850.4869281045752
2008-08-20,794.0945945945946
2008-08-21,833.2866666666666
2008-08-22,854.5760517799353
2008-08-23,851.2391304347826
2008-08-24,835.030487804878
2008-08-25,817.2292993630573
2008-08-26,822.4139941690962
2008-08-27,795.4640718562874
2008-08-28,808.945558739255
2008-08-29,826.704268292683
2008-08-30,842.0936329588015
2008-08-31,864.7016129032259
2008-09-01,810.207100591716
2008-09-02,788.4786096256685
2008-09-03,844.4280575539568
2008-09-04,782.4676056338028
2008-09-05,834.096463022508
2008-09-06,825.0671140939597
2008-09-07,836.5555555555555
2008-09-08,795.9014925373134
2008-09-09,779.566765578635
2008-09-10,782.6497005988024
2008-09-11,812.3645484949833
2008-09-12,839.3986710963455
2008-09-13,815.4417670682731
2008-09-14,823.0875
2008-09-15,842.8767605633802
2008-09-16,831.4533333333334
2008-09-17,815.2
2008-09-18,827.2456445993031
2008-09-19,835.9438596491228
2008-09-20,833.0989010989011
2008-09-21,831.2228571428572
2008-09-22,788.5
2008-09-23,828.9565217391304
2008-09-24,792.5777777777778
2008-09-25,817.8273615635179
2008-09-26,802.2152317880794
2008-09-27,797.4280442804428
2008-09-28,833.6805555555555
2008-09-29,782.6566666666666
2008-09-30,762.6171617161716
2008-10-01,730.3931398416887
2008-10-02,804.4338235294117
2008-10-03,817.7170418006431
2008-10-04,790.2019867549669
2008-10-05,810.5900621118012
2008-10-06,806.9674267100977
2008-10-07,773.1441176470588
2008-10-08,796.2816326530613
2008-10-09,820.6634615384615
2008-10-10,822.5396825396825
2008-10-11,811.0079365079365
2008-10-12,852.5757575757576
2008-10-13,785.4793388429752
2008-10-14,808.2945736434109
2008-10-15,756.7720364741641
2008-10-16,782.754491017964
2008-10-17,827.0744985673352
2008-10-18,831.7446043165468
2008-10-19,827.796052631579
2008-10-20,782.0608695652174
2008-10-21,768.7486187845304
2008-10-22,755.8649425287356
2008-10-23,756.9577039274925
2008-10-24,762.9770114942529
2008-10-25,733.595818815331
2008-10-26,826.7794117647059
2008-10-27,827.1607843137255
2008-10-28,835.3743016759777
2008-10-29,882.986301369863
2008-10-30,789.0
2008-10-31,778.7133333333334
2008-11-01,836.6463878326996
2008-11-02,862.9239766081871
2008-11-03,842.9400630914827
2008-11-04,867.1415384615385
2008-11-05,857.8794788273616
2008-11-06,883.3915662650602
2008-11-07,870.5877976190476
2008-11-08,847.693661971831
2008-11-09,913.6153846153846
2008-11-10,892.370820668693
2008-11-11,883.6767123287672
2008-11-12,894.6311239193084
2008-11-13,1003.8477272727273
2008-11-14,979.6505681818181
2008-11-15,983.9527272727273
2008-11-16,1050.474025974026
2008-11-17,940.874269005848
2008-11-18,973.2843450479234
2008-11-19,972.6666666666666
2008-11-20,1000.6287425149701
2008-11-21,1006.2870090634441
2008-11-22,1002.9415807560138
2008-11-23,1099.0595238095239
2008-11-24,1061.4875886524824
2008-11-25,1008.4212962962963
2008-11-26,1013.2010582010582
2008-11-27,1129.3964285714285
2008-11-28,1056.7460815047023
2008-11-29,1023.1302681992337
2008-11-30,1099.8
2008-12-01,1031.3805732484077
2008-12-02,1058.55
2008-12-03,1082.0523076923077
2008-12-04,1038.5428571428572
2008-12-05,1072.3506289308177
2008-12-06,1010.1441717791411
2008-12-07,1107.888888888889
2008-12-08,1122.9275862068966
2008-12-09,1144.2380952380952
2008-12-10,1021.1913043478261
2008-12-11,1040.6402439024391
2008-12-12,1065.3642172523962
2008-12-13,1073.606884057971
2008-12-14,1145.1408045977012
2008-12-15,1049.5795454545455
2008-12-16,1114.45530726257
2008-12-17,1100.0607902735562
2008-12-18,1089.4169278996865
2008-12-19,1051.2657142857142
2008-12-20,1156.9538461538461
2008-12-21,1111.8407643312103
2008-12-22,1071.4674556213017
2008-12-23,1090.98
2008-12-24,1112.8835616438357
2008-12-25,1110.8557692307693
2008-12-26,1140.2066666666667
2008-12-27,1121.1061224489797
2008-12-28,1157.2137404580153
2008-12-29,1214.4833948339483
2008-12-30,1200.5217391304348
2008-12-31,1250.506329113924
2009-01-01,1256.2595155709344
2009-01-02,1191.1863517060367
2009-01-03,1272.32
2009-01-04,1256.9421052631578
2009-01-05,1270.8107255520504
2009-01-06,1241.2456896551723
2009-01-07,1272.5302593659942
2009-01-08,1336.079365079365
2009-01-09,1282.9085872576177
2009-01-10,1309.6786885245901
2009-01-11,1361.9886363636363
2009-01-12,1356.452887537994
2009-01-13,1283.4366925064598
2009-01-14,1345.39649122807
2009-01-15,1298.6151685393259
2009-01-16,1255.8629032258063
2009-01-17,1290.7169811320755
2009-01-18,1360.322033898305
2009-01-19,1277.710796915167
2009-01-20,1297.8208020050126
2009-01-21,1285.121212121212
2009-01-22,1274.1185983827493
2009-01-23,1247.887399463807
2009-01-24,1238.3924731182797
2009-01-25,1360.3
2009-01-26,1362.7272727272727
2009-01-27,1196.190934065934
2009-01-28,1208.4921465968587
2009-01-29,1190.1911764705883
2009-01-30,1185.0732394366198
2009-01-31,1169.218992248062
2009-02-01,1262.035294117647
2009-02-02,1160.719887955182
2009-02-03,1107.9061662198392
2009-02-04,1122.717616580311
2009-02-05,1086.0736040609138
2009-02-06,1141.4094387755101
2009-02-07,1176.4884726224784
2009-02-08,1173.2841530054645
2009-02-09,1158.9147157190635
2009-02-10,1111.2340720221607
2009-02-11,1120.5511811023623
2009-02-12,1144.75956284153
2009-02-13,1076.436507936508
2009-02-14,1076.002824858757
2009-02-15,1154.1297297297297
2009-02-16,1067.2513513513513
2009-02-17,1075.549071618037
2009-02-18,1099.5626666666667
2009-02-19,1147.139393939394
2009-02-20,1074.8567774936062
2009-02-21,1127.4742857142858
2009-02-22,1179.1575757575758
2009-02-23,1211.8301886792453
2009-02-24,1230.755072463768
2009-02-25,1145.7512315270935
2009-02-26,1170.6881188118812
2009-02-27,1233.405247813411
2009-02-28,1166.2591463414635
2009-03-01,1223.1375661375662
2009-03-02,1168.5826771653544
2009-03-03,1169.510582010582
2009-03-04,1157.5121951219512
2009-03-05,1162.2905027932961
2009-03-06,1125.1148825065275
2009-03-07,1189.6633333333334
2009-03-08,1183.994011976048
2009-03-09,1121.0561403508773
2009-03-10,1155.8691588785048
2009-03-11,1154.7533333333333
2009-03-12,1063.8522727272727
2009-03-13,1076.9365558912386
2009-03-14,1079.7541528239203
2009-03-15,1105.6989247311828
2009-03-16,1061.927113702624
2009-03-17,1045.7131147540983
2009-03-18,1042.876404494382
2009-03-19,1039.3983516483515
2009-03-20,1001.6037234042553
2009-03-21,1007.4849397590361
2009-03-22,1023.3020833333334
2009-03-23,994.5765765765766
2009-03-24,953.1747851002865
2009-03-25,930.9322033898305
2009-03-26,943.0828402366864
2009-03-27,939.6043165467626
2009-03-28,933.2892857142857
2009-03-29,877.6016949152543
2009-03-30,897.702875399361
2009-03-31,880.8530465949821
2009-04-01,851.0501567398119
2009-04-02,864.3699421965318
2009-04-03,857.4859154929577
2009-04-04,841.8549848942598
2009-04-05,846.7704081632653
2009-04-06,821.4818731117825
2009-04-07,825.86
2009-04-08,791.1946902654868
2009-04-09,796.1277258566978
2009-04-10,789.8982456140351
2009-04-11,786.4965753424658
2009-04-12,805.1587301587301
2009-04-13,783.1296296296297
2009-04-14,769.9367588932806
2009-04-15,773.0190476190476
2009-04-16,780.2852459016393
2009-04-17,785.8136645962733
2009-04-18,785.25
2009-04-19,793.5760869565217
2009-04-20,792.21974522293
2009-04-21,770.9072847682119
2009-04-22,763.006329113924
2009-04-23,757.1259124087592
2009-04-24,756.004854368932
2009-04-25,763.5035087719298
2009-04-26,758.1875
2009-04-27,764.5833333333334
2009-04-28,725.7
2009-04-29,716.015873015873
2009-04-30,719.83125
2009-05-01,721.4981132075471
2009-05-02,704.5151057401813
2009-05-03,689.2460732984293
2009-05-04,700.3940298507463
2009-05-05,696.88
2009-05-06,699.4548387096775
2009-05-07,696.2013651877133
2009-05-08,683.664596273292
2009-05-09,689.3591836734694
2009-05-10,685.7704918032787
2009-05-11,697.6069182389937
2009-05-12,690.8175895765472
2009-05-13,668.3828996282527
2009-05-14,673.437908496732
2009-05-15,680.8129251700681
2009-05-16,695.7213740458016
2009-05-17,683.120253164557
2009-05-18,695.9711538461538
2009-05-19,694.7334384858044
2009-05-20,683.4792332268371
2009-05-21,679.3109375
2009-05-22,692.7686335403727
2009-05-23,681.4054054054054
2009-05-24,660.5527950310559
2009-05-25,707.5897435897435
2009-05-26,671.7449324324324
2009-05-27,687.9864864864865
2009-05-28,675.8564356435644
2009-05-29,712.9705882352941
2009-05-30,728.9575892857143
2009-05-31,735.3644859813085
2009-06-01,709.0203389830508
2009-06-02,699.9742765273312
2009-06-03,715.3741935483871
2009-06-04,731.7491803278689
2009-06-05,731.8559870550162
2009-06-06,724.8251748251748
2009-06-07,723.6012658227849
2009-06-08,744.1677419354838
2009-06-09,734.0920245398773
2009-06-10,737.003164556962
2009-06-11,739.984520123839
2009-06-12,752.198738170347
2009-06-13,736.516393442623
2009-06-14,731.5506329113924
2009-06-15,753.7791044776119
2009-06-16,763.4185303514377
2009-06-17,766.8979591836735
2009-06-18,762.8524096385543
2009-06-19,774.7673716012084
2009-06-20,765.4083333333333
2009-06-21,748.3435582822086
2009-06-22,768.2764505119454
2009-06-23,761.7928802588997
2009-06-24,761.3908794788274
2009-06-25,778.0684039087948
2009-06-26,776.1121794871794
2009-06-27,770.982206405694
2009-06-28,787.956834532374
2009-06-29,790.914590747331
2009-06-30,789.6153846153846
2009-07-01,808.88125
2009-07-02,801.0542168674699
2009-07-03,804.6355421686746
2009-07-04,827.7708978328174
2009-07-05,798.7650273224044
2009-07-06,813.5030487804878
2009-07-07,840.2712933753943
2009-07-08,813.3512747875354
2009-07-09,833.0027932960894
2009-07-10,823.2086956521739
2009-07-11,815.9127272727272
2009-07-12,830.8514285714285
2009-07-13,833.7787610619469
2009-07-14,846.7151162790698
2009-07-15,822.9638554216867
2009-07-16,823.9853372434018
2009-07-17,832.859649122807
2009-07-18,854.4121212121212
2009-07-19,815.7245508982036
2009-07-20,830.2248520710059
2009-07-21,831.7904761904762
2009-07-22,830.7578616352201
2009-07-23,821.462783171521
2009-07-24,849.7619047619048
2009-07-25,835.6233766233767
2009-07-26,840.4295302013422
2009-07-27,836.2635542168674
2009-07-28,835.3556547619048
2009-07-29,829.8628048780488
2009-07-30,822.6210191082803
2009-07-31,818.8666666666667
2009-08-01,840.0586419753087
2009-08-02,784.6130952380952
2009-08-03,813.9717514124294
2009-08-04,812.9629629629629
2009-08-05,847.3379310344827
2009-08-06,835.3011695906433
2009-08-07,827.7478005865103
2009-08-08,805.8191489361702
2009-08-09,833.6309523809524
2009-08-10,871.620578778135
2009-08-11,877.0123839009287
2009-08-12,854.933734939759
2009-08-13,854.3186119873817
2009-08-14,885.0078125
2009-08-15,865.8367346938776
2009-08-16,854.4181818181818
2009-08-17,885.6498422712933
2009-08-18,865.2256097560976
2009-08-19,884.0436241610738
2009-08-20,890.8102893890675
2009-08-21,871.7098765432099
2009-08-22,863.2751677852349
2009-08-23,854.62893081761
2009-08-24,889.6208053691275
2009-08-25,874.307210031348
2009-08-26,866.1137724550898
2009-08-27,884.3226744186046
2009-08-28,881.2724637681159
2009-08-29,875.4272151898734
2009-08-30,856.6376811594203
2009-08-31,886.3367346938776
2009-09-01,877.1223880597015
2009-09-02,878.6734693877551
2009-09-03,904.6102719033232
2009-09-04,896.4198717948718
2009-09-05,888.0552147239264
2009-09-06,866.2542372881356
2009-09-07,884.7777777777778
2009-09-08,896.1361111111111
2009-09-09,876.1407624633431
2009-09-10,881.8861111111111
2009-09-11,879.1921921921922
2009-09-12,860.4133333333333
2009-09-13,865.8469945355191
2009-09-14,873.7564102564103
2009-09-15,878.0599415204679
2009-09-16,861.4928977272727
2009-09-17,873.7328358208955
2009-09-18,907.9756493506494
2009-09-19,890.4158415841584
2009-09-20,894.2840236686391
2009-09-21,904.2584745762712
2009-09-22,880.7434402332361
2009-09-23,891.1268011527377
2009-09-24,887.2749244712991
2009-09-25,894.4158075601374
2009-09-26,879.9706959706959
2009-09-27,902.9111111111112
2009-09-28,892.7889908256881
2009-09-29,920.4303797468355
2009-09-30,947.7220338983051
2009-10-01,1002.560393258427
2009-10-02,1077.962962962963
2009-10-03,1148.462382445141
2009-10-04,1242.0903614457832
2009-10-05,1333.5234159779613
2009-10-06,1427.6606648199445
2009-10-07,1431.1576086956522
2009-10-08,1469.7346666666667
2009-10-09,1500.3788732394366
2009-10-10,1491.9842657342658
2009-10-11,1507.3789808917197
2009-10-12,1469.6177325581396
2009-10-13,1499.1282467532467
2009-10-14,1465.8392857142858
2009-10-15,1502.1626865671642
2009-10-16,1512.3411949685535
2009-10-17,1465.533163265306
2009-10-18,1536.6391304347826
2009-10-19,1559.280876494024
2009-10-20,1491.420634920635
2009-10-21,1497.738872403561
2009-10-22,1468.4614243323442
2009-10-23,1467.1054913294797
2009-10-24,1455.3996655518395
2009-10-25,1469.843949044586
2009-10-26,1461.0028985507247
2009-10-27,1474.5663716814158
2009-10-28,1475.5
2009-10-29,1499.9121212121213
2009-10-30,1502.112426035503
2009-10-31,1508.2851711026617
2009-11-01,1518.3602484472049
2009-11-02,1459.1696750902527
2009-11-03,1470.9636627906978
2009-11-04,1431.9894736842105
2009-11-05,1468.4407713498622
2009-11-06,1427.6062992125985
2009-11-07,1424.0103244837758
2009-11-08,1451.094827586207
2009-11-09,1410.6045845272206
2009-11-10,1426.0365168539327
2009-11-11,1434.5356125356125
2009-11-12,1447.5730659025787
2009-11-13,1461.149295774648
2009-11-14,1410.3034482758621
2009-11-15,1464.6097560975609
2009-11-16,1484.0506134969326
2009-11-17,1521.5972222222222
2009-11-18,1521.1383285302593
2009-11-19,1578.9419889502763
2009-11-20,1547.6620111731843
2009-11-21,1545.1561561561562
2009-11-22,1499.3628048780488
2009-11-23,1509.537356321839
2009-11-24,1511.1486068111456
2009-11-25,1510.0027700831024
2009-11-26,1514.1594594594594
2009-11-27,1473.8006042296072
2009-11-28,1507.8497854077252
2009-11-29,1421.928057553957
2009-11-30,1466.26821192053
2009-12-01,1517.0792682926829
2009-12-02,1500.6887608069164
2009-12-03,1527.3168044077136
2009-12-04,1506.134670487106
2009-12-05,1495.1180124223602
2009-12-06,1429.4254143646408
2009-12-07,1544.8121387283236
2009-12-08,1544.7914285714285
2009-12-09,1481.9423631123918
2009-12-10,1485.978082191781
2009-12-11,1431.8546511627908
2009-12-12,1371.976510067114
2009-12-13,1366.4514285714286
2009-12-14,1441.327397260274
2009-12-15,1458.0852601156068
2009-12-16,1371.7976878612717
2009-12-17,1359.2062841530055
2009-12-18,1428.174515235457
2009-12-19,1416.8851963746224
2009-12-20,1457.8
2009-12-21,1462.7442528735633
2009-12-22,1525.6051136363637
2009-12-23,1491.2833333333333
2009-12-24,1509.2865853658536
2009-12-25,1434.8215767634854
2009-12-26,1523.1208053691275
2009-12-27,1448.781690140845
2009-12-28,1515.6190476190477
2009-12-29,1466.9750830564783
2009-12-30,1492.2718446601941
2009-12-31,1473.5764925373135
2010-01-01,1489.0348189415042
2010-01-02,1467.4985632183907
2010-01-03,1406.3994565217392
2010-01-04,1473.5972602739726
2010-01-05,1442.2113095238096
2010-01-06,1439.4869109947645
2010-01-07,1412.2896825396826
2010-01-08,1471.0343915343915
2010-01-09,1380.7861842105262
2010-01-10,1369.1711229946525
2010-01-11,1381.6957671957673
2010-01-12,1387.4906914893618
2010-01-13,1365.011049723757
2010-01-14,1433.1902356902358
2010-01-15,1403.8907692307691
2010-01-16,1363.427397260274
2010-01-17,1353.857142857143
2010-01-18,1351.4139784946237
2010-01-19,1374.1167979002626
2010-01-20,1356.8945945945945
2010-01-21,1385.4729381443299
2010-01-22,1401.3693931398416
2010-01-23,1383.8251366120219
2010-01-24,1344.0497512437812
2010-01-25,1352.971052631579
2010-01-26,1370.1871921182267
2010-01-27,1361.6184538653367
2010-01-28,1373.7562189054727
2010-01-29,1398.0958904109589
2010-01-30,1346.1703821656051
2010-01-31,1357.0308219178082
2010-02-01,1369.31640625
2010-02-02,1351.7730582524273
2010-02-03,1359.6635294117648
2010-02-04,1334.3103448275863
2010-02-05,1340.7116788321168
2010-02-06,1321.8656914893618
2010-02-07,1326.8967136150234
2010-02-08,1361.1767554479418
2010-02-09,1330.9183168316831
2010-02-10,1324.334975369458
2010-02-11,1321.8852657004832
2010-02-12,1349.0996503496503
2010-02-13,1309.0311475409835
2010-02-14,1304.2302325581395
2010-02-15,1299.858353510896
2010-02-16,1290.8455882352941
2010-02-17,1275.2196029776676
2010-02-18,1263.3961813842482
2010-02-19,1262.9844559585492
2010-02-20,1235.0913838120105
2010-02-21,1219.829383886256
2010-02-22,1213.9168831168831
2010-02-23,1203.527415143603
2010-02-24,1172.5195195195195
2010-02-25,1168.9150485436894
2010-02-26,1147.3967391304348
2010-02-27,1147.7386759581882
2010-02-28,1131.0225563909773
2010-03-01,1240.2469135802469
2010-03-02,1072.7513812154696
2010-03-03,1062.0454545454545
2010-03-04,1092.6722090261283
2010-03-05,1070.281725888325
2010-03-06,1060.4453125
2010-03-07,1064.9212962962963
2010-03-08,1061.498845265589
2010-03-09,1030.1454965357968
2010-03-10,1023.269406392694
2010-03-11,1018.5298165137615
2010-03-12,988.5258215962441
2010-03-13,950.7620320855615
2010-03-14,981.5045871559633
2010-03-15,979.1365979381443
2010-03-16,974.8827930174564
2010-03-17,927.9821882951654
2010-03-18,885.2416851441242
2010-03-19,886.1595238095238
2010-03-20,868.0166666666667
2010-03-21,896.4429223744293
2010-03-22,860.1422018348624
2010-03-23,839.7780487804878
2010-03-24,869.9249249249249
2010-03-25,851.598971722365
2010-03-26,832.6658415841584
2010-03-27,810.739946380697
2010-03-28,801.9333333333333
2010-03-29,819.0
2010-03-30,810.3039772727273
2010-03-31,798.0302114803625
2010-04-01,792.8484042553191
2010-04-02,774.1228070175439
2010-04-03,778.8482587064676
2010-04-04,765.2780269058296
2010-04-05,778.0409638554216
2010-04-06,775.1822429906542
2010-04-07,762.1291866028708
2010-04-08,747.5035460992908
2010-04-09,759.2005076142132
2010-04-10,733.7163742690059
2010-04-11,745.2743362831858
2010-04-12,759.9550264550264
2010-04-13,748.7524752475248
2010-04-14,743.9664536741215
2010-04-15,716.1805929919137
2010-04-16,740.0439024390244
2010-04-17,726.7455470737914
2010-04-18,710.6742081447964
2010-04-19,716.0541561712846
2010-04-20,709.2729468599034
2010-04-21,701.6394230769231
2010-04-22,709.3236714975845
2010-04-23,692.7783505154639
2010-04-24,674.6583333333333
2010-04-25,653.5714285714286
2010-04-26,693.6354430379747
2010-04-27,649.0563798219584
2010-04-28,678.1855670103092
2010-04-29,685.266318537859
2010-04-30,674.0295857988166
2010-05-01,659.120253164557
2010-05-02,637.8287037037037
2010-05-03,681.3239074550129
2010-05-04,678.3398533007335
2010-05-05,658.9874371859296
2010-05-06,641.1786570743405
2010-05-07,632.841432225064
2010-05-08,616.9213114754099
2010-05-09,607.0445544554456
2010-05-10,650.188524590164
2010-05-11,653.5527065527066
2010-05-12,650.6616161616162
2010-05-13,648.363196125908
2010-05-14,644.571072319202
2010-05-15,637.5424164524421
2010-05-16,595.927536231884
2010-05-17,649.8308823529412
2010-05-18,657.0827250608272
2010-05-19,643.5779702970297
2010-05-20,663.7074340527578
2010-05-21,638.1290322580645
2010-05-22,631.6980609418282
2010-05-23,596.3756097560976
2010-05-24,638.3521303258145
2010-05-25,664.0694789081886
2010-05-26,635.0690537084399
2010-05-27,644.891975308642
2010-05-28,623.0483870967741
2010-05-29,642.2190201729106
2010-05-30,589.6273291925465
2010-05-31,662.7146974063401
2010-06-01,664.25125
2010-06-02,645.8042959427207
2010-06-03,652.6855791962175
2010-06-04,660.811163895487
2010-06-05,640.0515463917526
2010-06-06,624.2053571428571
2010-06-07,666.8861985472155
2010-06-08,668.2323943661971
2010-06-09,652.8091787439613
2010-06-10,671.2122641509434
2010-06-11,662.2171717171717
2010-06-12,631.4814814814815
2010-06-13,623.4444444444445
2010-06-14,670.7171717171717
2010-06-15,683.6354430379747
2010-06-16,655.3291770573566
2010-06-17,686.3480392156863
2010-06-18,674.5978835978837
2010-06-19,669.3133333333334
2010-06-20,654.4834123222748
2010-06-21,675.4460526315789
2010-06-22,714.0977722772277
2010-06-23,689.9065789473684
2010-06-24,694.2236503856041
2010-06-25,702.5051948051948
2010-06-26,662.6051779935275
2010-06-27,714.467032967033
2010-06-28,703.0989304812834
2010-06-29,710.2961038961039
2010-06-30,720.956647398844
2010-07-01,731.2582278481012
2010-07-02,726.2531017369727
2010-07-03,763.1662269129288
2010-07-04,714.9601769911504
2010-07-05,694.6101083032491
2010-07-06,766.9287469287469
2010-07-07,750.19
2010-07-08,750.3792682926829
2010-07-09,758.0049261083744
2010-07-10,735.0753012048193
2010-07-11,739.8584905660377
2010-07-12,792.7935323383084
2010-07-13,797.219387755102
2010-07-14,777.5061425061425
2010-07-15,798.2911392405064
2010-07-16,794.2455242966752
2010-07-17,795.5361930294906
2010-07-18,759.2706422018349
2010-07-19,788.069014084507
2010-07-20,815.405
2010-07-21,807.9353099730458
2010-07-22,819.531328320802
2010-07-23,817.0699481865284
2010-07-24,794.5207756232687
2010-07-25,790.6141304347826
2010-07-26,801.952
2010-07-27,822.25
2010-07-28,811.401554404145
2010-07-29,798.5626666666667
2010-07-30,836.0464480874317
2010-07-31,826.4290322580645
2010-08-01,823.5952380952381
2010-08-02,840.9522546419098
2010-08-03,849.7732843137255
2010-08-04,834.5672371638142
2010-08-05,824.8737864077669
2010-08-06,863.5186104218362
2010-08-07,852.7321428571429
2010-08-08,830.6651583710408
2010-08-09,843.0223684210526
2010-08-10,873.8321167883212
2010-08-11,866.4987951807229
2010-08-12,879.8932038834952
2010-08-13,876.7098765432099
2010-08-14,865.7247706422019
2010-08-15,893.5443786982248
2010-08-16,906.0202863961814
2010-08-17,928.2575
2010-08-18,913.2542372881356
2010-08-19,929.9429280397022
2010-08-20,926.7518337408313
2010-08-21,914.5812672176309
2010-08-22,861.0804020100503
2010-08-23,913.196
2010-08-24,942.4153094462541
2010-08-25,931.3100775193799
2010-08-26,938.4415274463007
2010-08-27,950.5961038961038
2010-08-28,951.3333333333334
2010-08-29,946.9830508474577
2010-08-30,996.8482384823848
2010-08-31,1001.6327433628319
2010-09-01,977.7175141242938
2010-09-02,1019.7006172839506
2010-09-03,1025.7448186528497
2010-09-04,1011.3965968586388
2010-09-05,999.1348837209302
